11-01-2023 12:27:10;Nikolainc;/get;[[datetime.datetime(2023, 1, 11, 22, 23), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 12, 13), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 21, 21), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 13, 11), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 11, 21), '—ходить в баню']]
11-01-2023 12:27:50;Nikolainc;/get;None
11-01-2023 12:29:21;Nikolainc;/get;[[datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 12:31:37;Nikolainc;/get;[[datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 12:34:21;Nikolainc;/get;[[datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 12:42:55;Nikolainc;/get;[[datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 12:43:24;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 12:53:19;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:11:16;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:23:52;Nikolainc;/get;[]
11-01-2023 13:23:54;Nikolainc;/get;[]
11-01-2023 13:24:16;Nikolainc;/get;[]
11-01-2023 13:24:46;Nikolainc;/get;[]
11-01-2023 13:25:25;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:29:02;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:34:43;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:34:44;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 13:36:32;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:15:38;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:26:25;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:29:17;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:29:20;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:29:21;Nikolainc;/get;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:31:34;Nikolainc;/get all;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:31:41;Nikolainc;/get all;[[datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2021, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2022, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню'], [datetime.datetime(2023, 1, 11, 0, 0), '—ходить в баню']]
11-01-2023 14:42:43;Nikolainc;/get;[['2021-01-11 00:00:00', '—ходить в баню'], ['2021-01-11 00:00:00', '—ходить в баню'], ['2022-01-11 00:00:00', '—ходить в баню'], ['2023-01-11 00:00:00', '—ходить в баню'], ['2023-01-11 00:00:00', '—ходить в баню']]
11-01-2023 14:49:36;Nikolainc;/get;–асписание сформировано 11-01-2023 14:49:35  2021-01-11 00:00:00 —ходить в баню  2021-01-11 00:00:00 —ходить в баню  2022-01-11 00:00:00 —ходить в баню  2023-01-11 00:00:00 —ходить в баню  2023-01-11 00:00:00 —ходить в баню  
11-01-2023 14:53:22;Nikolainc;/get;–асписание сформировано в 11-01-2023 14:53:21  
11-01-2023 14:53:25;Nikolainc;/get;–асписание сформировано в 11-01-2023 14:53:24  
11-01-2023 14:53:33;Nikolainc;/getall;–асписание сформировано в 11-01-2023 14:53:32  
11-01-2023 14:57:02;Nikolainc;/getall;–асписание сформировано в 11-01-2023 14:57:01  2021-01-11 00:00:00 —ходить в баню  2021-01-11 00:00:00 —ходить в баню  2022-01-11 00:00:00 —ходить в баню  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 14:57:44;Nikolainc;/get;–асписание сформировано в 11-01-2023 14:57:43  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:07:39;Nikolainc;/start;/hello /time /sum - sum of numbers like "/sum 6 8" result "14" /help
11-01-2023 15:09:33;Nikolainc;/start;/hello /time /sum - sum of numbers like "/sum 6 8" result "14" /help
11-01-2023 15:09:57;Nikolainc;/get;–асписание сформировано в 11-01-2023 15:09:57  
11-01-2023 15:13:29;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023 15:13:29  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:13:32;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023 15:13:32  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:13:33;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023 15:13:33  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:16:16;Nikolainc283607938;/help;/help /get /getall /add /del
11-01-2023 15:16:19;Nikolainc283607938;/getall;–асписание сформировано в 11-01-2023 15:16:19  2021-01-11 00:00:00 —ходить в баню  2021-01-11 00:00:00 —ходить в баню  2022-01-11 00:00:00 —ходить в баню  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:16:21;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023 15:16:21  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:27:47;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:27:50;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:39:42;Nikolainc283607938;/getall;–асписание сформировано в 11-01-2023  2021-01-11 00:00:00 —ходить в баню  2021-01-11 00:00:00 —ходить в баню  2022-01-11 00:00:00 —ходить в баню  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:39:55;Nikolainc283607938;/getall;–асписание сформировано в 11-01-2023  2021-01-11 00:00:00 —ходить в баню  2021-01-11 00:00:00 —ходить в баню  2022-01-11 00:00:00 —ходить в баню  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:40:00;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:40:11;Nikolainc283607938;/add 2023-01-15 Test;Added
11-01-2023 15:41:56;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:45:08;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  
11-01-2023 15:45:13;Nikolainc283607938;/add 2023-01-15 Test;Added
11-01-2023 15:45:58;Nikolainc283607938;/get;–асписание сформировано в 11-01-2023  2023-01-12 00:00:00 —ходить в баню  2023-01-18 00:00:00 —ходить в баню  2023-01-15 00:00:00 Test  
11-01-2023 15:46:01;Nikolainc283607938;/add 2023-01-15 Test;Added
11-01-2023 15:59:48;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 15:59:48  2023-10-01 00:00:00 —ходить в баню  2023-12-05 00:00:00 —ходить в баню 2  
11-01-2023 16:00:39;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:00:39  [ d  [ d  
11-01-2023 16:00:45;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:00:45  [ d  [ d  
11-01-2023 16:01:38;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:01:38  2023-10-01 00:00:00 —ходить в баню  2023-12-05 00:00:00 —ходить в баню 2  
11-01-2023 16:01:41;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:01:41  2023-10-01 00:00:00 —ходить в баню  2023-12-05 00:00:00 —ходить в баню 2  
11-01-2023 16:04:03;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:04:02  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  
11-01-2023 16:04:06;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:04:06  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  
11-01-2023 16:04:25;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:04:27;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:04:27  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  
11-01-2023 16:04:45;Nikolainc283607938;/add 19.01.23 —ходить в баню 3;Added
11-01-2023 16:04:51;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:04:50  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  01.01.23 —ходить  19.01.23 —ходить  
11-01-2023 16:11:20;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:11:20  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  01.01.23 —ходить  19.01.23 —ходить  
11-01-2023 16:15:01;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:22:30;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:22:29  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  
11-01-2023 16:23:17;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:23:32;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:24:34;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:28:07;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:28:46;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:29:48;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:31:01;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:35:55;Nikolainc283607938;/add 01.01.23 —ходить в баню 3;Added
11-01-2023 16:36:08;Nikolainc283607938;/get;–асписание сформировано в 11.01.23 16:36:08  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  
11-01-2023 16:36:11;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:36:11  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  01.01.23 —ходить в баню 3  
11-01-2023 16:39:41;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:39:41  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  01.01.23 —ходить в баню 3  
11-01-2023 16:40:05;Nikolainc283607938;/getall;–асписание сформировано в 11.01.23 16:40:05  01.10.23 —ходить в баню  05.12.23 —ходить в баню 2  01.01.23 —ходить в баню 3  
